locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
1337443,Liang Bai Ping,Truck,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1430 YOSEMITE AVE,4831008,4831,8,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72549804795053, -122.38836915044175)",58
1181506,John's Catering #5,Truck,NATOMA ST: FREMONT ST to 01ST ST (1 - 19),400 HOWARD ST,3720008,3720,8,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.78911920766765, -122.39588103933524)",28855
1186400,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,3935005,3935,5,18MFF-0065,EXPIRED,Multiple Truck - Everything,"(37.76621745067997, -122.40395278412095)",28853
934617,May Catering,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.77632714778992, -122.39179682107691)",28856
934629,May Catering,Truck,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1075 LE CONTE AVE,5476009,5476,9,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.71878807902009, -122.39810598775011)",58
1336748,Park's Catering,Truck,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,5242002,5242,2,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.741026207788686, -122.38779292799353)",58
1336776,Golden Catering,Truck,EXECUTIVE PARK BLVD: EMERALD COVE WAY to CANDLESTICK COVE WAY (101 - 137),101 EXECUTIVE PARK BLVD,4991241,4991,241,19MFF-00057,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,"(0.0, 0.0)",
934598,May Catering,Truck,26TH ST: SHOTWELL ST to VIRGIL ST (3251 - 3273),3251 26TH ST,6572001,6572,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74876215147923, -122.41432682875484)",28859
1447794,Street Meet,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),564 HOWARD ST,3721019,3721,19,20MFF-00007,REQUESTED,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries,"(37.787539893467496, -122.39772670915164)",28855
959619,"Kabob Trolley, LLC",Push Cart,04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,8702606,8702,606,17MFF-0177,REQUESTED,Gyros: Kebobs: refreshments and dessert,"(37.77764220851001, -122.39341814593186)",28856
1163788,"SOHOMEI, LLC",Truck,MISSION ST: ANNIE ST to 03RD ST (663 - 699),690 MISSION ST,3707024,3707,24,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(0.0, 0.0)",
1334500,Natan's Catering,Truck,,Assessors Block 4046/Lot001,4046001,4046,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.76200845803015, -122.38544181156826)",310
1332947,Mini Mobile Food Catering,Truck,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,1,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.748950363427056, -122.40149318970822)",58
1337453,Liang Bai Ping,Truck,GRIFFITH ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1515 GRIFFITH ST,4794009,4794,9,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72531943367549, -122.3813892094274)",58
1334505,Natan's Catering,Truck,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.755030726766726, -122.38453073422282)",28856
1181516,John's Catering #5,Truck,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,3517015,3517,15,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.77249677780673, -122.41420984516701)",28853
